student_id,subject,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,term_1,term_2,term_3,model_1,model_2,model_3,model_4,final_result
2557,Chemistry,22,48,10,69,78,56,9,91,48,9,89,15,18,25,14,41,39,57,48,0
2557,Biology,36,20,38,19,14,1,81,1,16,30,48,52,22,26,70,46,67,47,97,0
2558,Math,95,36,28,82,72,79,100,9,87,49,21,74,41,59,34,68,31,35,19,1
2558,Physics,17,52,88,50,58,74,83,65,68,29,70,66,34,18,40,64,23,99,63,1
2558,Chemistry,6,36,58,47,35,5,94,60,95,17,31,66,80,24,34,67,3,37,23,0
2558,Biology,67,88,24,59,91,25,30,46,39,100,21,12,28,78,65,38,10,82,51,1
2559,Math,82,56,88,34,6,49,90,36,63,12,26,32,75,48,7,55,66,70,86,1
2559,Physics,40,76,37,74,20,16,82,60,44,69,39,79,71,64,1,13,92,25,94,1
2559,Chemistry,14,33,66,51,64,74,26,18,79,18,45,24,45,10,67,9,85,93,95,0
2559,Biology,45,59,50,51,37,71,2,51,92,41,81,15,79,62,92,44,22,4,17,0
2560,Math,44,80,93,83,100,38,5,8,32,59,38,30,62,98,54,46,86,53,13,1
2560,Physics,58,26,82,66,25,98,56,22,5,9,11,60,51,39,38,60,89,45,99,0
2560,Chemistry,76,98,60,69,99,62,86,66,5,83,40,80,11,29,9,33,66,32,93,1
2560,Biology,25,33,100,14,83,20,71,18,17,70,42,68,65,8,68,94,33,6,66,0
2561,Math,28,79,42,51,94,54,62,95,12,85,90,28,79,26,70,21,77,8,78,1
2561,Physics,81,55,34,67,6,24,10,28,66,87,66,72,9,47,35,42,67,30,62,0
2561,Chemistry,37,9,98,13,90,18,72,86,85,28,91,76,29,24,83,30,39,78,33,1
2561,Biology,37,68,31,6,36,94,26,3,80,54,87,76,20,2,60,28,43,9,26,0
2562,Math,3,99,46,46,13,33,39,6,10,70,48,11,99,68,54,25,9,23,0,0
2562,Physics,17,12,53,22,5,6,53,49,52,28,61,43,37,72,71,86,33,30,8,0
2562,Chemistry,29,31,22,70,25,15,49,65,57,56,73,18,77,44,6,0,15,22,6,0
2562,Biology,58,19,24,84,23,76,42,54,87,89,86,71,10,20,87,68,19,69,86,1
2563,Math,4,92,55,15,9,31,68,9,13,6,22,97,14,75,15,69,87,27,62,0
2563,Physics,51,11,26,71,33,80,72,34,52,74,68,62,15,79,39,54,94,36,94,1
2563,Chemistry,45,82,29,34,40,86,20,93,49,65,81,77,88,95,29,28,69,61,68,1
2563,Biology,28,11,86,98,88,69,12,72,72,77,46,52,92,16,11,88,22,21,32,1
2564,Math,50,36,29,12,59,6,64,74,91,19,56,50,16,6,53,67,63,69,44,0
2564,Physics,89,43,2,47,33,94,14,37,41,16,58,51,17,61,12,8,57,93,96,0
2564,Chemistry,36,63,33,63,3,38,23,83,19,52,34,27,11,16,0,18,97,31,92,0
2564,Biology,97,62,75,4,20,90,26,61,75,69,64,39,4,30,96,85,17,59,39,1
2565,Math,85,56,25,60,97,59,46,5,84,12,32,42,76,85,31,2,27,41,39,0
2565,Physics,60,65,40,96,85,18,77,74,56,48,28,6,32,56,95,83,33,0,61,1
2565,Chemistry,1,100,92,94,49,88,100,44,93,62,77,56,60,9,2,91,43,95,91,1
2565,Biology,85,38,28,37,2,72,18,46,56,60,89,47,56,13,79,63,8,83,28,0
2566,Math,71,70,83,7,56,65,45,13,61,9,3,97,69,94,93,6,68,76,96,1
2566,Physics,50,4,21,11,68,16,16,68,49,25,74,5,49,63,64,79,27,52,79,0
2566,Chemistry,82,69,99,39,63,57,56,91,45,34,22,4,88,82,8,51,56,66,86,1
2566,Biology,27,52,99,76,8,36,24,33,49,92,11,63,76,62,75,43,52,42,62,1
2567,Math,92,62,20,76,42,90,66,9,84,49,74,78,70,16,84,0,40,70,81,1
2567,Physics,94,66,16,45,15,70,16,21,61,38,46,13,73,21,72,80,30,91,22,0
2567,Chemistry,35,30,12,91,8,81,85,8,2,65,47,28,77,44,60,17,20,48,69,0
2567,Biology,51,78,92,88,47,55,50,46,16,9,82,15,74,75,69,3,68,93,4,1
2568,Math,32,25,97,47,91,59,20,46,25,61,64,88,36,6,29,81,41,14,0,0
2568,Physics,43,15,72,93,91,69,12,37,59,10,94,76,82,15,57,89,68,28,80,1
2568,Chemistry,42,38,83,89,25,64,62,95,4,27,13,28,10,7,80,48,86,23,80,0
2568,Biology,89,6,30,87,1,54,24,77,0,92,70,83,77,87,13,28,42,46,16,0
2569,Math,95,94,89,68,10,12,27,78,12,48,59,26,9,42,3,41,61,80,83,0
2569,Physics,41,86,29,28,39,57,91,100,12,27,32,47,8,32,90,71,94,28,91,1
2569,Chemistry,96,38,77,99,63,91,60,74,100,51,99,44,52,47,54,57,44,11,15,1
2569,Biology,14,42,43,21,65,82,23,67,97,70,12,49,95,67,63,73,100,82,13,1
2570,Math,97,4,61,47,84,96,74,94,25,81,86,32,28,11,6,11,62,61,50,1
2570,Physics,32,6,45,4,98,44,27,49,100,50,6,52,34,19,27,37,16,32,68,0
2570,Chemistry,50,97,66,51,68,80,43,31,45,48,5,95,90,40,77,30,47,11,78,1
2570,Biology,49,51,76,32,22,3,42,57,36,47,94,33,64,96,10,48,43,85,48,0
2571,Math,53,91,86,84,8,76,22,42,24,50,96,37,58,79,84,64,95,51,69,1
2571,Physics,67,30,47,49,46,40,60,78,36,82,8,42,8,94,68,95,69,37,90,1
2571,Chemistry,70,45,71,29,54,34,55,79,50,94,37,98,37,91,98,15,42,53,65,1
2571,Biology,66,64,36,66,100,76,84,43,78,60,52,74,94,55,97,45,60,10,22,1
2572,Math,50,68,66,50,66,29,74,69,69,12,95,68,69,80,50,44,75,67,68,1
2572,Physics,58,34,34,10,21,60,68,39,36,32,64,54,99,40,46,42,14,44,2,0
2572,Chemistry,15,84,38,93,65,38,79,29,67,86,39,43,88,86,83,75,67,34,27,1
2572,Biology,34,16,90,100,52,37,17,8,62,84,7,79,51,5,12,9,90,95,36,0
2573,Math,72,92,2,73,94,46,43,51,89,66,31,20,1,44,13,20,18,22,67,0
2573,Physics,24,78,92,0,72,25,26,58,92,95,21,90,47,26,35,23,52,97,75,1
2573,Chemistry,31,6,78,92,13,8,5,59,16,85,18,17,4,34,26,45,10,6,88,0
2573,Biology,90,42,89,11,73,84,88,93,75,51,22,48,90,10,15,6,54,30,31,1
2574,Math,91,6,53,37,89,21,87,27,76,13,70,90,64,40,92,35,89,28,19,1
2574,Physics,71,4,69,14,69,9,68,58,86,83,9,40,93,92,99,81,47,46,97,1
2574,Chemistry,32,77,81,5,24,11,33,64,36,28,69,41,26,20,22,99,91,33,3,0
2574,Biology,19,40,12,50,82,59,11,70,65,12,26,33,30,30,5,71,11,13,33,0
2575,Math,27,82,74,12,80,0,84,16,76,96,6,31,31,18,63,38,45,18,15,0
2575,Physics,38,97,79,48,86,69,78,17,11,1,47,60,18,42,98,62,5,1,52,0
2575,Chemistry,11,58,8,37,5,91,83,57,12,39,64,57,42,28,7,14,43,12,93,0
2575,Biology,88,35,60,73,46,4,85,89,93,99,93,46,20,9,44,19,83,9,85,1
2576,Math,15,59,31,21,74,54,39,80,6,95,1,90,74,17,49,47,15,70,72,0
2576,Physics,95,24,26,69,42,20,30,23,47,58,30,22,24,51,22,63,2,15,78,0
2576,Chemistry,90,99,60,57,83,87,65,40,40,41,68,35,86,85,77,3,40,34,62,1
2576,Biology,55,6,57,10,33,0,1,9,53,7,8,81,88,90,56,87,85,28,3,0
2577,Math,12,12,75,45,78,33,91,23,86,61,69,80,4,72,85,36,39,69,51,1
2577,Physics,59,71,29,4,69,93,57,39,93,55,91,30,18,61,56,16,66,72,95,1
2577,Chemistry,15,55,77,39,87,58,78,68,53,56,52,100,10,54,36,81,39,94,94,1
2577,Biology,57,55,27,7,2,23,68,33,99,73,27,21,45,36,29,40,72,21,15,0
2578,Math,37,23,60,77,82,64,12,1,94,68,17,94,98,3,20,42,35,78,15,0
2578,Physics,26,11,51,60,73,16,16,47,58,17,45,20,38,73,56,36,72,62,77,0
2578,Chemistry,14,83,96,21,20,30,51,46,60,70,100,20,98,16,27,69,10,63,27,0
2578,Biology,9,36,12,22,35,76,48,64,63,15,15,16,19,85,10,23,10,43,25,0
2579,Math,59,34,37,80,57,100,35,14,2,94,2,78,39,5,79,59,55,46,63,0
2579,Physics,63,57,84,93,7,60,98,72,36,63,42,51,33,53,65,14,61,35,75,1
2579,Chemistry,81,35,42,18,34,83,79,42,79,34,20,63,4,73,93,90,5,75,67,1
2579,Biology,18,22,62,84,41,85,78,8,54,90,39,43,91,0,53,98,32,98,39,1
2580,Math,76,22,64,6,8,87,18,59,79,51,10,93,88,68,86,92,64,38,4,1
2580,Physics,5,62,56,94,6,5,25,2,75,3,34,7,21,9,76,12,88,43,10,0
2580,Chemistry,88,71,90,52,13,38,38,73,2,55,12,99,53,81,91,98,30,44,2,1
2580,Biology,88,32,12,90,17,13,72,38,51,34,85,16,59,53,64,69,6,86,50,0
2581,Math,40,79,32,84,16,48,51,18,20,60,28,99,28,38,98,62,86,49,1,0
2581,Physics,3,7,71,98,96,10,66,79,81,33,30,21,16,8,66,10,80,8,11,0
2581,Chemistry,53,32,40,66,55,75,65,39,43,58,85,40,93,45,1,7,11,46,6,0
2581,Biology,43,6,65,31,13,82,55,75,80,26,17,43,49,3,43,64,78,31,86,0
2582,Math,66,15,4,61,28,81,40,83,40,36,41,66,45,11,93,54,81,21,2,0
2582,Physics,20,33,38,84,27,45,91,63,94,48,2,94,32,64,56,99,74,3,48,1
2582,Chemistry,76,69,85,13,19,11,50,75,11,22,63,96,79,24,50,47,97,76,17,1
2582,Biology,72,9,94,98,76,66,13,82,32,46,73,94,24,27,94,51,95,3,82,1
2583,Math,33,62,42,44,64,39,26,12,36,46,36,62,74,48,52,8,41,39,90,0
2583,Physics,51,86,2,8,88,6,0,80,23,41,96,62,66,75,52,87,6,21,44,0
2583,Chemistry,84,97,65,96,100,11,71,59,12,63,71,78,32,92,81,92,80,59,73,1
2583,Biology,60,23,34,39,23,81,91,46,19,30,48,76,87,47,59,43,65,25,27,0
2584,Math,30,64,97,41,22,100,10,55,44,6,19,15,26,23,18,16,53,44,40,0
2584,Physics,45,73,77,25,35,44,2,57,41,60,99,56,40,3,48,76,43,15,24,0
2584,Chemistry,78,15,52,17,13,86,6,29,26,22,30,56,47,59,13,38,10,4,2,0
2584,Biology,50,96,64,0,92,39,62,71,4,29,24,22,75,58,7,60,18,79,67,0
2585,Math,57,25,30,24,31,60,16,13,95,45,28,21,55,32,97,18,99,69,18,0
2585,Physics,0,28,30,30,50,33,87,74,53,10,74,82,67,93,25,42,96,88,77,1
2585,Chemistry,31,17,90,37,28,15,63,70,45,29,32,37,56,52,24,4,48,13,30,0
2585,Biology,41,92,1,73,20,2,56,59,84,73,77,21,17,43,20,48,56,12,26,0
2586,Math,4,15,34,5,49,25,52,95,78,72,52,79,5,40,93,67,78,44,50,0
2586,Physics,18,85,24,2,38,95,73,6,90,89,64,10,4,93,24,41,43,37,65,0
2586,Chemistry,73,12,9,92,18,45,22,72,74,32,33,59,63,64,68,14,13,60,92,0
2586,Biology,56,33,36,97,28,86,11,97,6,91,2,69,50,21,43,41,36,39,47,0
2587,Math,23,89,21,54,70,86,27,29,35,97,66,48,96,80,64,47,6,48,50,1
2587,Physics,88,88,77,63,47,5,65,45,73,48,54,15,94,69,67,9,92,65,47,1
2587,Chemistry,70,68,99,7,63,34,33,47,55,60,66,97,31,86,67,73,73,49,33,1
2587,Biology,95,32,63,52,91,90,74,46,0,48,80,78,52,84,91,28,57,88,50,1
2588,Math,14,47,60,63,70,56,98,8,32,54,52,99,81,91,4,45,28,75,50,1
2588,Physics,91,28,37,0,9,92,31,15,10,91,61,55,11,11,62,76,66,80,80,0
2588,Chemistry,81,70,6,14,35,0,6,43,82,66,63,33,42,21,49,45,27,81,99,0
2588,Biology,12,92,67,90,100,66,8,28,63,33,33,68,77,18,79,19,7,59,13,0
2589,Math,43,100,78,47,84,11,63,46,77,23,4,0,23,96,2,75,80,42,35,0
2589,Physics,50,58,9,49,97,27,55,1,11,52,72,35,41,100,67,44,7,98,98,1
2589,Chemistry,81,54,92,94,64,74,2,83,49,71,11,58,26,9,70,99,93,21,64,1
2589,Biology,35,84,16,42,91,93,4,49,80,21,70,41,79,41,9,17,67,47,22,0
2590,Math,7,15,16,23,79,34,83,69,28,97,51,13,53,93,55,97,3,39,78,0
2590,Physics,75,11,83,23,69,73,63,92,40,84,39,88,85,65,64,65,50,13,63,1
2590,Chemistry,27,30,36,68,46,89,41,90,57,73,5,73,31,66,99,46,15,29,67,1
2590,Biology,52,12,69,82,34,21,59,59,89,4,34,43,87,60,92,4,33,38,74,0
2591,Math,65,7,51,82,34,23,53,29,97,25,44,15,79,16,70,19,72,47,11,0
2591,Physics,70,27,20,47,56,64,76,29,1,56,69,48,91,18,87,55,23,72,23,0
2591,Chemistry,61,7,95,23,37,70,15,49,52,89,22,50,49,36,66,48,28,72,48,0
2591,Biology,23,73,68,34,34,78,48,19,76,90,75,18,6,55,18,19,97,42,35,0
2592,Math,52,81,71,52,98,45,80,73,75,3,61,91,11,76,18,38,66,64,53,1
2592,Physics,55,29,31,68,53,57,74,77,35,34,21,74,8,20,86,53,62,93,56,1
2592,Chemistry,79,52,60,87,5,40,75,84,64,5,88,32,78,77,36,82,37,38,32,1
2592,Biology,31,21,74,41,95,32,8,42,39,28,90,39,14,52,17,56,13,16,93,0
2593,Math,96,36,94,26,68,17,74,40,38,34,100,81,28,64,46,57,62,27,59,1
2593,Physics,97,68,87,56,23,99,29,75,42,51,44,38,40,47,67,99,11,32,58,1
2593,Chemistry,44,42,21,24,60,22,53,50,87,20,7,69,14,89,44,85,81,91,90,1
2593,Biology,51,17,36,67,48,45,99,7,64,43,52,97,100,43,36,78,38,72,53,1
2594,Math,17,15,42,36,28,73,77,20,32,4,29,36,88,48,4,39,30,54,27,0
2594,Physics,69,16,56,88,9,54,58,38,79,69,45,27,7,30,91,8,93,50,26,0
2594,Chemistry,57,16,5,3,81,64,78,36,57,85,84,57,76,88,9,41,80,28,5,1
2594,Biology,54,58,39,32,23,99,15,92,70,83,47,11,82,64,83,60,11,86,64,1
2595,Math,35,3,82,15,55,37,66,90,56,15,67,57,48,26,51,87,11,69,59,0
2595,Physics,28,55,25,64,24,70,50,54,25,53,30,82,73,36,94,64,82,85,89,1
2595,Chemistry,31,48,71,72,65,53,85,92,66,67,85,99,45,22,60,94,29,75,87,1
2595,Biology,47,6,26,44,28,6,87,54,96,25,96,56,99,85,88,72,95,1,76,1
2596,Math,43,67,34,66,22,24,99,34,20,38,63,96,42,80,3,51,84,62,88,1
2596,Physics,57,19,15,18,25,24,99,33,89,97,14,8,74,4,77,25,51,68,30,0
2596,Chemistry,73,88,38,26,56,81,2,27,20,25,3,53,66,0,45,47,34,76,2,0
2596,Biology,8,96,85,41,52,94,32,70,27,77,59,45,33,42,30,12,94,75,11,1
2597,Math,68,63,31,0,50,72,52,5,30,79,61,36,66,68,73,89,7,58,66,1
2597,Physics,75,38,24,48,90,92,53,29,27,0,52,2,0,50,51,4,71,98,27,0
2597,Chemistry,6,49,81,32,73,74,64,18,10,74,10,81,26,80,15,77,97,95,98,1
2597,Biology,38,51,46,76,46,60,78,58,80,31,74,62,86,80,57,41,64,77,8,1
2598,Math,10,67,12,100,62,73,22,82,69,85,10,61,32,55,76,81,42,78,40,1
2598,Physics,6,55,67,2,61,76,36,70,28,20,20,57,25,91,68,93,93,4,96,1
2598,Chemistry,40,34,39,33,75,98,35,43,87,77,84,55,65,22,40,56,22,50,82,1
2598,Biology,77,71,86,68,95,77,37,72,87,15,10,18,30,75,36,91,70,93,35,1
2599,Math,26,11,21,43,99,44,62,31,84,50,85,72,24,77,33,67,61,79,14,1
2599,Physics,100,97,78,63,81,94,27,2,59,83,54,15,40,56,9,10,5,11,93,1
2599,Chemistry,97,25,27,46,84,59,77,4,52,68,9,90,32,65,82,95,57,53,70,1
2599,Biology,55,10,38,99,17,33,27,7,44,74,33,3,66,83,10,24,8,51,98,0
2600,Math,22,74,94,96,43,11,86,97,94,58,1,69,43,3,64,22,85,62,4,1
2600,Physics,47,42,21,32,89,41,9,24,77,2,94,65,41,39,25,27,62,4,70,0
2600,Chemistry,56,95,96,73,6,51,0,59,88,72,90,61,84,3,64,31,67,83,63,1
2600,Biology,54,88,11,96,56,66,50,46,56,64,87,29,31,15,46,41,41,2,3,0
2601,Math,99,14,8,12,33,80,62,39,44,26,81,55,82,30,52,12,40,37,34,0
2601,Physics,48,47,26,31,40,77,9,8,34,90,31,4,66,60,52,82,94,57,21,0
2601,Chemistry,84,68,36,78,55,35,11,24,68,91,91,71,2,16,10,48,63,35,76,1
2601,Biology,49,67,5,5,3,95,96,9,80,5,90,80,65,69,3,6,55,72,91,0
2602,Math,12,27,79,59,35,61,23,22,53,50,16,43,62,25,53,45,73,84,80,0
2602,Physics,17,26,39,97,55,81,1,5,90,35,30,44,17,47,65,93,64,96,56,1
2602,Chemistry,4,14,28,78,9,17,67,29,31,17,92,11,62,53,61,64,33,47,98,0
2602,Biology,18,62,90,81,88,18,78,86,30,36,100,85,81,21,92,6,88,37,63,1
2603,Math,69,17,61,27,4,85,59,20,35,8,41,57,31,9,89,33,42,75,48,0
2603,Physics,59,84,70,79,60,3,32,90,27,74,98,42,90,48,86,20,14,90,14,1
2603,Chemistry,17,56,29,86,21,51,68,81,39,35,10,80,17,6,34,60,41,20,98,0
2603,Biology,97,86,27,39,37,16,39,83,4,80,51,13,80,53,60,16,47,34,58,0
2604,Math,88,39,19,36,71,78,89,23,60,33,11,6,84,11,96,2,95,72,75,1
2604,Physics,30,30,15,51,20,66,47,73,44,29,100,27,66,63,65,100,35,83,24,1
2604,Chemistry,53,48,14,48,17,65,92,58,75,97,13,88,3,82,52,67,35,22,5,0
2604,Biology,36,90,44,93,38,64,8,80,31,47,56,80,12,39,46,34,12,50,91,1
2605,Math,49,84,81,27,28,58,21,18,81,15,86,20,88,47,80,68,94,27,75,1
2605,Physics,1,24,27,65,12,90,35,75,55,65,92,34,72,23,6,40,42,70,52,0
2605,Chemistry,24,63,54,71,62,68,92,29,17,76,39,67,79,0,80,56,15,78,85,1
2605,Biology,31,32,81,7,73,32,41,2,35,95,19,22,92,74,98,61,44,56,60,1
2606,Math,90,68,12,91,82,84,95,96,54,91,57,38,69,47,45,100,6,59,17,1
2606,Physics,36,4,80,66,52,89,9,27,81,29,8,70,16,84,72,94,89,43,99,1
2606,Chemistry,36,55,47,28,85,42,13,54,67,35,84,18,23,49,64,30,76,20,92,0
2606,Biology,70,99,33,10,40,42,76,11,70,24,69,82,4,72,90,27,16,7,100,0
2607,Math,38,66,27,54,68,83,58,85,6,37,78,53,25,63,100,95,9,37,28,1
2607,Physics,11,14,60,88,0,42,72,16,51,84,8,42,9,54,15,82,49,47,69,0
2607,Chemistry,35,29,87,85,64,17,2,35,4,89,40,64,24,37,32,43,54,21,55,0
2607,Biology,36,54,68,20,33,11,32,36,40,56,19,88,57,12,33,8,66,16,36,0
2608,Math,96,29,26,45,28,31,68,3,34,6,0,7,29,28,81,37,84,74,88,0
2608,Physics,48,53,43,23,87,81,18,78,32,20,83,44,80,39,45,100,4,43,57,1
2608,Chemistry,4,40,96,53,85,76,20,88,18,95,70,12,37,13,33,89,92,35,1,1
2608,Biology,53,1,99,35,3,28,6,13,30,49,56,14,51,28,13,68,1,41,49,0
2609,Math,10,22,100,78,6,94,99,24,10,45,58,44,16,57,94,34,32,54,48,0
2609,Physics,99,28,52,4,9,50,38,32,99,53,32,94,68,97,20,35,36,90,87,1
2609,Chemistry,34,45,14,85,96,59,76,47,53,79,27,1,75,82,20,28,59,89,51,1
2609,Biology,28,32,71,90,61,69,78,67,61,9,98,55,80,81,41,5,80,31,10,1
2610,Math,23,76,45,25,12,82,7,60,96,48,52,15,77,56,29,59,12,38,32,0
2610,Physics,34,20,18,39,14,62,67,30,72,77,33,73,89,59,12,24,78,65,68,0
2610,Chemistry,97,83,90,95,15,30,63,60,95,36,46,41,6,70,55,84,81,22,94,1
2610,Biology,48,60,93,22,77,28,20,67,74,26,72,18,64,4,94,33,97,32,94,1
2611,Math,92,61,37,57,6,52,64,17,4,72,61,51,39,44,97,31,36,34,93,0
2611,Physics,79,73,45,32,52,71,92,0,38,11,46,10,20,85,74,70,9,71,33,0
2611,Chemistry,79,41,5,34,11,24,92,57,31,69,35,96,36,48,19,44,85,21,11,0
2611,Biology,40,79,43,15,30,91,90,46,56,77,29,86,86,1,80,88,7,44,73,1
2612,Math,36,36,57,11,61,93,84,81,6,24,91,34,59,15,68,20,76,43,87,1
2612,Physics,91,1,27,15,18,11,93,79,13,62,23,40,81,17,11,38,14,66,100,0
2612,Chemistry,87,99,66,17,14,24,68,92,48,27,1,52,1,20,0,6,21,57,58,0
2612,Biology,63,44,56,65,44,78,68,76,73,54,11,57,35,16,16,45,74,53,87,1
2613,Math,57,49,46,14,3,12,84,95,7,43,25,22,96,44,38,74,67,5,98,0
2613,Physics,91,47,54,11,19,14,91,38,41,64,40,31,87,11,96,55,38,67,59,1
2613,Chemistry,93,61,54,17,5,3,53,31,88,19,83,85,44,75,33,35,70,95,97,1
2613,Biology,1,24,74,68,18,66,33,44,30,75,51,32,55,63,62,85,24,69,84,1
2614,Math,95,54,80,20,90,19,62,55,88,12,65,24,62,64,43,38,48,53,85,1
2614,Physics,82,52,61,55,14,76,63,34,88,83,86,35,65,38,99,27,15,98,95,1
2614,Chemistry,6,75,16,63,54,89,100,79,29,9,15,72,71,93,3,70,44,98,11,1
2614,Biology,27,66,63,56,60,51,47,51,25,84,54,98,5,17,22,98,25,29,46,0
2615,Math,62,49,89,43,96,56,44,89,54,4,99,66,12,9,30,0,16,89,56,1
2615,Physics,68,3,99,52,23,40,51,36,88,86,99,38,10,42,26,50,54,55,78,1
2615,Chemistry,73,35,83,56,7,55,35,74,47,84,49,25,41,4,24,9,58,87,36,0
2615,Biology,45,2,16,79,37,39,95,1,86,22,25,42,56,16,21,10,30,59,82,0
2616,Math,16,12,68,76,18,96,94,0,22,100,50,37,59,50,99,7,96,5,58,1
2616,Physics,30,82,24,82,23,8,60,48,13,96,64,38,66,79,52,66,92,53,99,1
2616,Chemistry,27,2,94,82,39,42,84,56,29,74,27,96,28,77,64,27,16,14,19,0
2616,Biology,20,14,82,11,78,82,95,88,56,30,75,34,73,19,81,10,73,0,43,1
2617,Math,96,83,84,12,56,47,64,78,39,88,1,64,5,26,34,43,69,23,88,1
2617,Physics,85,7,75,14,22,52,76,93,93,61,49,52,16,92,32,73,24,55,32,1
2617,Chemistry,12,12,54,88,8,4,57,42,44,89,93,33,30,38,63,44,60,21,94,0
2617,Biology,38,80,97,9,27,80,11,12,15,80,89,6,42,60,0,15,59,18,83,0
2618,Math,46,6,60,63,72,36,62,57,63,58,55,1,75,16,96,25,77,54,38,1
2618,Physics,17,30,100,62,97,64,1,0,43,54,67,73,67,9,58,79,88,28,98,1
2618,Chemistry,7,50,47,66,95,22,80,37,50,62,67,20,37,86,44,31,73,50,80,1
2618,Biology,36,21,43,28,85,41,52,45,48,16,30,78,14,11,16,58,41,26,23,0
2619,Math,6,42,10,75,16,73,35,75,18,69,92,12,89,87,37,23,47,86,47,0
2619,Physics,90,62,88,91,58,36,72,64,62,97,39,43,38,69,58,64,31,86,95,1
2619,Chemistry,92,84,32,21,33,53,69,4,39,1,66,42,79,21,8,91,11,88,16,0
2619,Biology,20,99,3,92,77,46,8,53,7,45,69,7,24,67,10,82,11,86,7,0
2620,Math,98,41,40,65,27,24,61,4,28,43,15,86,58,79,25,25,88,42,40,0
2620,Physics,33,54,100,50,36,48,72,77,76,8,76,59,74,88,19,87,30,80,14,1
2620,Chemistry,84,57,8,64,49,62,31,1,63,100,76,45,63,34,20,21,46,69,13,0
2620,Biology,82,14,50,64,1,51,42,4,94,30,62,19,58,96,30,81,52,45,26,0
2621,Math,85,76,72,83,5,27,29,76,84,99,16,44,30,88,100,54,68,64,52,1
2621,Physics,46,63,8,26,1,25,54,85,91,31,67,70,40,45,4,35,51,16,94,0
2621,Chemistry,3,14,51,4,15,99,5,66,56,35,21,86,2,19,23,16,61,6,14,0
2621,Biology,29,7,24,49,90,63,14,34,35,97,81,20,20,82,49,50,76,3,1,0
2622,Math,33,10,64,34,19,60,14,76,79,4,16,80,58,80,82,10,50,30,91,0
2622,Physics,36,29,92,56,59,77,68,72,20,33,10,85,56,13,87,62,15,56,27,1
2622,Chemistry,1,29,25,71,11,39,19,54,81,32,37,19,43,72,2,9,51,8,10,0
2622,Biology,22,29,66,14,92,39,53,42,91,1,97,40,73,89,85,78,52,77,88,1
2623,Math,21,0,84,58,27,65,18,83,11,91,66,23,78,49,67,70,3,55,47,0
2623,Physics,90,92,65,59,20,53,15,67,71,39,89,39,9,93,12,43,100,43,50,1
2623,Chemistry,0,87,35,3,29,57,64,70,21,67,32,66,32,61,96,32,2,19,17,0
2623,Biology,39,12,15,89,51,64,72,93,32,13,23,93,47,89,15,84,49,77,45,1
2624,Math,84,63,76,98,4,33,76,65,97,41,37,1,48,46,17,3,36,88,48,1
2624,Physics,7,9,81,20,20,0,56,54,16,47,70,5,40,9,93,86,43,77,8,0
2624,Chemistry,1,80,13,22,22,26,26,79,69,57,27,35,74,31,19,61,86,52,54,0
2624,Biology,46,81,56,47,10,97,27,7,20,11,1,96,82,17,7,82,38,31,51,0
2625,Math,98,35,100,60,76,71,15,79,66,53,84,72,45,60,56,95,99,68,1,1
2625,Physics,2,78,95,22,29,88,59,18,22,66,93,3,59,62,65,42,56,43,1,0
2625,Chemistry,24,4,95,24,42,100,7,26,62,27,55,22,78,100,47,82,8,79,23,0
2625,Biology,56,68,61,86,8,83,14,15,14,45,43,96,54,41,88,27,63,16,83,1
2626,Math,51,79,36,61,10,14,100,34,28,46,27,54,92,98,19,52,84,32,40,1
2626,Physics,81,98,84,4,59,48,16,1,23,87,83,97,67,94,27,80,16,54,94,1
2626,Chemistry,45,49,54,42,33,12,26,61,44,29,42,67,86,47,94,0,4,68,25,0
2626,Biology,95,79,88,5,62,58,18,8,48,64,39,29,2,33,62,9,4,7,43,0
2627,Math,85,19,67,46,1,73,66,42,69,43,3,86,69,49,69,58,12,36,58,1
2627,Physics,46,98,61,23,51,95,83,2,70,10,92,90,87,83,0,31,55,71,92,1
2627,Chemistry,1,93,70,81,68,62,59,6,22,10,76,62,64,8,69,62,66,14,24,0
2627,Biology,98,38,97,93,98,77,49,16,31,95,88,79,11,59,55,29,81,62,9,1
2628,Math,2,69,6,10,29,71,92,68,42,47,91,14,64,80,35,2,62,59,46,0
2628,Physics,96,42,89,36,88,36,31,29,52,18,90,9,90,87,59,97,58,11,95,1
2628,Chemistry,37,90,57,6,16,74,99,0,61,19,2,38,91,15,29,83,98,63,46,0
2628,Biology,3,76,10,31,11,3,42,70,96,84,56,10,91,84,25,62,5,8,84,0
2629,Math,53,36,87,94,30,91,44,23,21,96,63,54,6,18,17,8,52,52,50,0
2629,Physics,29,25,87,19,41,96,69,15,5,76,54,5,0,16,63,84,81,52,1,0
2629,Chemistry,60,11,60,82,34,57,35,34,13,85,25,3,83,55,60,98,5,74,40,0
2629,Biology,20,57,91,18,40,53,88,11,72,37,25,63,55,17,47,56,46,78,96,1
2630,Math,3,42,15,33,38,31,80,14,9,4,35,79,65,90,41,81,97,37,95,0
2630,Physics,46,100,97,85,22,61,10,24,52,82,66,11,85,54,42,34,11,37,12,0
2630,Chemistry,9,97,20,29,59,71,50,88,47,69,68,28,73,46,31,78,77,5,62,1
2630,Biology,11,86,48,11,11,56,93,95,27,74,8,13,73,9,35,81,70,81,44,0
